char,width,weight,cluster,cluster_width
Ǎ,14.2,1,3,14.536683417085428
ǌ,15.6,1,3,14.536683417085428
Ȟ,14.3,1,3,14.536683417085428
Ǜ,14.3,1,3,14.536683417085428
Ɵ,15.3,1,3,14.536683417085428
Ǟ,14.2,1,3,14.536683417085428
Ǫ,15.3,1,3,14.536683417085428
Ц,13.8,1,3,14.536683417085428
Ɗ,15.4,1,3,14.536683417085428
ѥ,14.7,1,3,14.536683417085428
Ѧ,14.4,1,3,14.536683417085428
Ъ,14.3,1,3,14.536683417085428
Ĳ,14.1,1,3,14.536683417085428
Ɖ,14.8,1,3,14.536683417085428
Џ,13.8,1,3,14.536683417085428
ю,14.4,6,3,14.536683417085428
Ѫ,16.1,1,3,14.536683417085428
ѡ,13.9,1,3,14.536683417085428
щ,14.6,3,3,14.536683417085428
Ƈ,14.6,1,3,14.536683417085428
ш,14.6,9,3,14.536683417085428
Ɔ,14.5,1,3,14.536683417085428
Ɓ,14.8,1,3,14.536683417085428
ж,13.8,17,3,14.536683417085428
ŵ,13.6,1,3,14.536683417085428
ѫ,14.2,1,3,14.536683417085428
ф,14.7,9,3,14.536683417085428
ы,13.7,41,3,14.536683417085428
Ǝ,13.9,1,3,14.536683417085428
Ф,14.3,2,3,14.536683417085428
Ő,14.5,1,3,14.536683417085428
Ɲ,14.8,1,3,14.536683417085428
Ѳ,15.3,1,3,14.536683417085428
Ƙ,14.2,1,3,14.536683417085428
Ŋ,13.8,1,3,14.536683417085428
њ,14.8,1,3,14.536683417085428
И,13.9,5,3,14.536683417085428
Ə,14.3,1,3,14.536683417085428
Ɣ,13.9,1,3,14.536683417085428
Й,13.9,1,3,14.536683417085428
љ,15.5,1,3,14.536683417085428
Ō,14.5,1,3,14.536683417085428
ѱ,14.3,1,3,14.536683417085428
М,15.6,12,3,14.536683417085428
Ѱ,15.4,1,3,14.536683417085428
О,14.5,4,3,14.536683417085428
Ŏ,14.5,1,3,14.536683417085428
Ɠ,15.2,1,3,14.536683417085428
ѩ,14.8,1,3,14.536683417085428
Ѩ,17.0,1,4,17.714285714285715
ԋ,16.4,1,4,17.714285714285715
Ԋ,18.1,1,4,17.714285714285715
ԉ,16.3,1,4,17.714285714285715
Ѥ,17.1,1,4,17.714285714285715
Ԉ,17.2,1,4,17.714285714285715
@,18.3,1,4,17.714285714285715
Æ,18.0,1,4,17.714285714285715
Ѭ,18.6,1,4,17.714285714285715
Ѹ,19.1,1,4,17.714285714285715
ԫ,18.4,1,4,17.714285714285715
Ԫ,21.5,1,4,17.714285714285715
%,16.8,1,4,17.714285714285715
ѹ,16.9,1,4,17.714285714285715
Ǳ,21.1,1,4,17.714285714285715
ǲ,19.9,1,4,17.714285714285715
ǳ,18.1,1,4,17.714285714285715
Ԣ,19.0,1,4,17.714285714285715
ԡ,16.3,1,4,17.714285714285715
Ԡ,18.1,1,4,17.714285714285715
Ƕ,18.1,1,4,17.714285714285715
Ѽ,19.9,1,4,17.714285714285715
ѭ,16.2,1,4,17.714285714285715
Ԝ,17.7,1,4,17.714285714285715
ǣ,16.2,1,4,17.714285714285715
Ǣ,17.5,1,4,17.714285714285715
Ԙ,17.1,1,4,17.714285714285715
Ѿ,20.6,1,4,17.714285714285715
Ԕ,17.3,1,4,17.714285714285715
Ǽ,17.6,1,4,17.714285714285715
ǋ,17.4,1,4,17.714285714285715
Ԅ,16.8,1,4,17.714285714285715
Ӝ,17.0,1,4,17.714285714285715
Щ,17.8,1,4,17.714285714285715
Ш,17.8,1,4,17.714285714285715
Ӕ,17.5,1,4,17.714285714285715
¼,16.3,1,4,17.714285714285715
½,16.3,1,4,17.714285714285715
¾,16.4,1,4,17.714285714285715
Ы,16.5,1,4,17.714285714285715
Ҵ,16.5,1,4,17.714285714285715
ƕ,16.4,1,4,17.714285714285715
Ƣ,16.7,1,4,17.714285714285715
Љ,18.6,1,4,17.714285714285715
Њ,18.4,1,4,17.714285714285715
Ж,17.4,2,4,17.714285714285715
Ɯ,16.7,1,4,17.714285714285715
Ӂ,17.0,1,4,17.714285714285715
Ӎ,16.4,1,4,17.714285714285715
Ѡ,20.6,1,4,17.714285714285715
ҧ,16.3,1,4,17.714285714285715
Ю,18.8,2,4,17.714285714285715
ԃ,16.4,1,4,17.714285714285715
Ԃ,16.8,1,4,17.714285714285715
Җ,17.0,1,4,17.714285714285715
Œ,18.5,1,4,17.714285714285715
œ,16.8,1,4,17.714285714285715
Ӹ,16.5,1,4,17.714285714285715
Ǌ,19.7,1,4,17.714285714285715
Ҧ,19.1,1,4,17.714285714285715
Ǉ,17.9,1,4,17.714285714285715
ǅ,19.9,1,4,17.714285714285715
Ǆ,21.2,1,4,17.714285714285715
Ŵ,18.0,1,4,17.714285714285715
W,18.5,7,4,17.714285714285715
Ҥ,16.4,1,4,17.714285714285715
ȸ,16.5,1,4,17.714285714285715
ȹ,16.5,1,4,17.714285714285715
ǆ,18.1,1,4,17.714285714285715
ӕ,16.2,1,4,17.714285714285715
