char,width,weight,cluster,cluster_width
Ő,14.9,1,3,15.739506172839507
ѿ,15.2,1,3,15.739506172839507
Ң,14.6,1,3,15.739506172839507
җ,16.0,1,3,15.739506172839507
ѽ,17.5,1,3,15.739506172839507
Ѵ,15.9,1,3,15.739506172839507
Ѷ,15.9,1,3,15.739506172839507
ҥ,15.4,1,3,15.739506172839507
Ђ,15.3,1,3,15.739506172839507
Ҩ,15.4,1,3,15.739506172839507
ҧ,17.3,1,3,15.739506172839507
ѹ,17.5,1,3,15.739506172839507
Ĝ,14.7,1,3,15.739506172839507
Ѻ,17.2,1,3,15.739506172839507
Ш,19.5,1,4,20.139622641509437
Щ,19.7,1,4,20.139622641509437
ԫ,22.0,1,4,20.139622641509437
Ԫ,23.7,1,4,20.139622641509437
Ԕ,22.0,1,4,20.139622641509437
Ԡ,19.7,1,4,20.139622641509437
Ҧ,21.2,1,4,20.139622641509437
Ԙ,18.8,1,4,20.139622641509437
Ю,20.2,2,4,20.139622641509437
ȹ,18.1,1,4,20.139622641509437
Ԝ,18.7,1,4,20.139622641509437
Ƣ,18.1,1,4,20.139622641509437
@,18.8,1,4,20.139622641509437
Ҥ,18.7,1,4,20.139622641509437
Ǣ,18.7,1,4,20.139622641509437
Ԣ,20.5,1,4,20.139622641509437
ԕ,18.6,1,4,20.139622641509437
ȸ,18.1,1,4,20.139622641509437
Ӝ,19.5,1,4,20.139622641509437
Ӂ,19.5,1,4,20.139622641509437
ǋ,18.8,1,4,20.139622641509437
Ǳ,26.6,1,4,20.139622641509437
ǲ,23.8,1,4,20.139622641509437
ǳ,21.2,1,4,20.139622641509437
Ѹ,20.5,1,4,20.139622641509437
Ǌ,21.5,1,4,20.139622641509437
Ѭ,21.0,1,4,20.139622641509437
Љ,19.8,1,4,20.139622641509437
Ӕ,18.7,1,4,20.139622641509437
Ѩ,21.0,1,4,20.139622641509437
Њ,19.8,1,4,20.139622641509437
Ѽ,21.8,1,4,20.139622641509437
Ѿ,21.3,1,4,20.139622641509437
Ѥ,18.7,1,4,20.139622641509437
Ѡ,21.3,1,4,20.139622641509437
Ŵ,18.7,1,4,20.139622641509437
҈,18.7,1,4,20.139622641509437
Ԋ,20.0,1,4,20.139622641509437
Ж,19.5,2,4,20.139622641509437
Ԉ,18.9,1,4,20.139622641509437
Æ,18.7,1,4,20.139622641509437
Ԃ,18.2,1,4,20.139622641509437
Œ,19.7,1,4,20.139622641509437
Җ,19.5,1,4,20.139622641509437
Ǆ,26.6,1,4,20.139622641509437
ǅ,23.8,1,4,20.139622641509437
Ǽ,18.7,1,4,20.139622641509437
ǆ,21.2,1,4,20.139622641509437
҉,18.7,1,4,20.139622641509437
Ǉ,19.0,1,4,20.139622641509437
W,18.8,7,4,20.139622641509437
œ,18.1,1,4,20.139622641509437
Ƕ,20.7,1,4,20.139622641509437
